,Flight (Callsign),Flight ID,ICAO Code,A/C Type,ICAO 24,ICAO Aircraft Type,Propulsion Type,Number of Engines,MALW [kg],ICAO Weight Turbulence Category,Speed at TH [kt],Geoaltitude at TH [ft],Specific Energy [J/kg],Energy at MALW [MJ],Time at TH,Time of Go-around,Hour sin,Hour cos,Minute sin,Minute cos,Day of week sin,Day of week cos,Month sin,Month cos,Day/Night,Time from Previous Landing [s],Temperature [°C],Wind speed [kt],Wind direction [°],Wind direction sin,Wind direction cos,No Wind,Wind Variable,Headwind [kt],Crosswind [kt],Visibility Category,Precipitation [mm],Meteo idx,Precipitation idx,Arrival Traffic Intensity,Arrival Traffic Intensity with go-arounds,Emergency,Previous Flight,ROT Previous Flight [s],Average ROT Previous 5 Flight [s],Average ROT Previous Flight (Intensity) [s],ROT Previous Flight same A/C Type [s],Average ROT Previous 5 Flights same A/C Type [s],Average ROT Previous Flight same A/C Type Total [s],Not Vacated,Short ROT,ROT [s]
6713,SWR7GD,SWR7GD_24203,SWR,E190,4b19fd,L2J,Jet,2.0,43000.0,Medium,139.0,1625.0,3179,136.697,2024-07-29 05:18:24+00:00,,0.9829629131445341,0.6294095225512604,0.9755282581475768,0.34549150281252633,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,103.0,15.0,2.0,320.0,0.1786061951567302,0.883022221559489,False,False,-2.0,-0.1,10,0.0,1357.0,701.0,3,3,False,ISKYT_404,58.0,57.0,53.0,57.0,55.6,52.98033707865169,False,False,49.0
6714,EWG764,EWG764_2444,EWG,A319,3c5eee,L2J,Jet,2.0,61000.0,Medium,144.0,1625.0,3366,205.326,2024-07-29 05:19:55+00:00,,0.9829629131445341,0.6294095225512604,0.9567727288213005,0.2966316784620999,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,91.0,15.0,2.0,320.0,0.1786061951567302,0.883022221559489,False,False,-2.0,-0.1,10,0.0,1357.0,701.0,4,4,False,SWR7GD_24203,49.0,53.2,52.0,55.0,53.0,56.148514851485146,False,False,51.0
6715,CPA383,CPA383_30697,Unknown,A359,789244,L2J,Jet,2.0,207000.0,Heavy,145.0,1625.0,3404,704.628,2024-07-29 05:29:38+00:00,,0.9829629131445341,0.6294095225512604,0.5522642316338267,0.0027390523158632996,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,583.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,3,3,False,EWG764_2444,51.0,51.8,52.666666666666664,55.0,54.6,57.535714285714285,False,False,48.0
6716,SWR1317,SWR1317_29818,SWR,BCS3,502d7d,L2J,Jet,2.0,60600.0,Medium,142.0,1625.0,3290,199.374,2024-07-29 05:35:21+00:00,,0.9829629131445341,0.6294095225512604,0.2500000000000001,0.06698729810778059,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,343.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,1,1,False,CPA383_30697,48.0,50.8,48.0,58.0,55.2,52.78299776286354,False,False,55.0
6717,DLH3AR,DLH3AR_2613,DLH,A319,3c6447,L2J,Jet,2.0,61000.0,Medium,139.0,1650.0,3253,198.433,2024-07-29 05:37:19+00:00,,0.9829629131445341,0.6294095225512604,0.16543469682057088,0.12842758726130288,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,118.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,2,2,False,SWR1317_29818,55.0,52.2,51.5,51.0,52.2,56.13157894736842,False,False,54.0
6718,SWR1735,SWR1735_14807,SWR,BCS1,4b17de,L2J,Jet,2.0,54200.0,Medium,138.0,1625.0,3142,170.2964,2024-07-29 05:38:49+00:00,,0.9829629131445341,0.6294095225512604,0.128427587261303,0.16543469682057077,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,90.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,3,3,False,DLH3AR_2613,54.0,51.4,52.333333333333336,60.0,52.2,54.836236933797906,False,False,55.0
6719,SWR9PW,SWR9PW_15745,SWR,BCS1,4b17e2,L2J,Jet,2.0,54200.0,Medium,137.0,1650.0,3180,172.356,2024-07-29 05:40:18+00:00,,0.9829629131445341,0.6294095225512604,0.06698729810778076,0.24999999999999978,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,89.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,4,4,False,SWR1735_14807,55.0,52.6,53.0,55.0,53.2,54.83680555555556,False,False,54.0
6720,SWR1951,SWR1951_12857,SWR,A320,4b1619,L2J,Jet,2.0,66000.0,Medium,152.0,1625.0,3679,242.814,2024-07-29 05:41:35+00:00,,0.9829629131445341,0.6294095225512604,0.04322727117869973,0.29663167846209954,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,77.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,5,5,False,SWR9PW_15745,54.0,53.2,53.2,53.0,56.2,53.55658504301787,False,False,45.0
6721,UAL3,UAL3_31334,UAL,B763,a899a2,L2J,Jet,2.0,145149.0,Heavy,149.0,1625.0,3560,516.73044,2024-07-29 05:43:15+00:00,,0.9829629131445341,0.6294095225512604,0.010926199633097211,0.3960441545911201,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,100.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,6,6,False,SWR1951_12857,45.0,52.6,51.833333333333336,61.0,55.6,56.142857142857146,False,False,50.0
6722,THA970,THA970_30800,THA,B77W,885178,L2J,Jet,2.0,251290.0,Heavy,161.0,1650.0,4127,1037.07383,2024-07-29 05:45:01+00:00,,0.9829629131445341,0.6294095225512604,0.0,0.4999999999999999,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,106.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,6,6,False,UAL3_31334,50.0,51.6,52.166666666666664,57.0,58.2,58.82089552238806,False,False,51.0
6723,SIA346,SIA346_30600,SIA,B77W,76cdc2,L2J,Jet,2.0,251290.0,Heavy,158.0,1625.0,3925,986.31325,2024-07-29 05:46:59+00:00,,0.9829629131445341,0.6294095225512604,0.0027390523158632996,0.5522642316338265,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,118.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,7,7,False,THA970_30800,51.0,51.0,52.0,51.0,58.2,58.78217821782178,False,False,65.0
6724,SWR511P,SWR511P_28827,SWR,BCS3,502d0d,L2J,Jet,2.0,60600.0,Medium,144.0,1600.0,3291,199.4346,2024-07-29 05:49:25+00:00,,0.9829629131445341,0.6294095225512604,0.043227271178699456,0.7033683215378999,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,146.0,16.0,4.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-2.42,-3.18,10,0.0,1358.0,701.0,8,8,False,SIA346_30600,65.0,53.0,53.625,55.0,54.4,52.78547486033519,False,False,49.0
6725,EJU41VC,EJU41VC_5693,EJU,A20N,440072,L2J,Jet,2.0,67400.0,Medium,141.0,1625.0,3253,219.2522,2024-07-29 05:50:52+00:00,,0.9829629131445341,0.6294095225512604,0.0669872981077807,0.75,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,87.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,701.0,8,8,False,SWR511P_28827,49.0,52.0,52.875,50.0,54.6,55.326219512195124,False,False,55.0
6726,SWR1WG,SWR1WG_11959,SWR,A320,4b1614,L2J,Jet,2.0,66000.0,Medium,145.0,1650.0,3479,229.614,2024-07-29 05:52:06+00:00,,0.9829629131445341,0.6294095225512604,0.128427587261303,0.8345653031794292,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,74.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,701.0,9,9,False,EJU41VC_5693,55.0,54.0,53.111111111111114,45.0,54.8,53.49602122015915,False,False,53.0
6727,SWR1339,SWR1339_28962,SWR,BCS3,502d10,L2J,Jet,2.0,60600.0,Medium,144.0,1625.0,3366,203.9796,2024-07-29 05:53:38+00:00,,0.9829629131445341,0.6294095225512604,0.16543469682057094,0.8715724127386971,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,92.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,701.0,9,9,False,SWR1WG_11959,53.0,54.6,53.0,49.0,54.2,52.78125,False,False,53.0
6728,QTR9K,QTR9K_275,QTR,A359,06a0f5,L2J,Jet,2.0,207000.0,Heavy,150.0,1625.0,3599,744.993,2024-07-29 05:55:13+00:00,,0.9829629131445341,0.6294095225512604,0.25000000000000017,0.9330127018922194,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,95.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,701.0,9,9,False,SWR1339_28962,53.0,55.0,52.77777777777778,48.0,52.2,57.36842105263158,False,False,47.0
6729,ETH736,ETH736_169,ETH,A359,04012b,L2J,Jet,2.0,207000.0,Heavy,139.0,1625.0,3179,658.053,2024-07-29 05:57:15+00:00,,0.9829629131445341,0.6294095225512604,0.34549150281252616,0.9755282581475768,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,122.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,701.0,8,8,False,QTR9K_275,47.0,51.4,52.875,47.0,52.2,57.189655172413794,False,False,55.0
6730,BEL1LX,BEL1LX_6814,BEL,A319,44ce61,L2J,Jet,2.0,61000.0,Medium,141.0,1625.0,3253,198.433,2024-07-29 05:59:26+00:00,,0.9829629131445341,0.6294095225512604,0.4477357683661733,0.9972609476841366,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,131.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,701.0,8,8,False,ETH736_169,55.0,52.6,53.5,54.0,52.6,56.12459016393443,False,False,48.0
6731,UAL134,UAL134_31318,UAL,B763,a895eb,L2J,Jet,2.0,145149.0,Heavy,146.0,1625.0,3443,499.748007,2024-07-29 06:00:46+00:00,,1.0,0.5,0.5,1.0,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,80.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,702.0,8,8,False,BEL1LX_6814,48.0,51.2,53.125,50.0,54.4,56.056338028169016,False,False,56.0
6732,SWR49L,SWR49L_29180,SWR,BCS3,502d24,L2J,Jet,2.0,60600.0,Medium,148.0,1600.0,3446,208.8276,2024-07-29 06:03:01+00:00,,1.0,0.5,0.6545084971874737,0.9755282581475768,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,135.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,702.0,8,8,False,UAL134_31318,56.0,51.8,52.0,53.0,55.2,52.78149386845039,False,False,50.0
6733,EWG8XZ,EWG8XZ_2264,EWG,A319,3c5ee2,L2J,Jet,2.0,61000.0,Medium,143.0,1625.0,3328,203.008,2024-07-29 06:04:37+00:00,,1.0,0.5,0.7033683215379001,0.9567727288213004,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,96.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,702.0,8,8,False,SWR49L_29180,50.0,51.2,52.125,48.0,51.6,56.09803921568628,False,False,54.0
6734,EDW76,EDW76_21470,EDW,A343,4b1901,L4J,Jet,4.0,192000.0,Heavy,146.0,1650.0,3517,675.264,2024-07-29 06:06:02+00:00,,1.0,0.5,0.7938926261462366,0.9045084971874737,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,85.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,702.0,8,8,False,EWG8XZ_2264,54.0,52.6,52.0,55.0,60.4,57.796747967479675,False,False,61.0
6735,AEE534,AEE534_7412,AEE,A320,4691c2,L2J,Jet,2.0,66000.0,Medium,144.0,1625.0,3366,222.156,2024-07-29 06:10:22+00:00,,1.0,0.5,0.9330127018922193,0.75,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,260.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,702.0,6,6,False,EDW76_21470,61.0,53.8,54.0,53.0,54.6,53.550561797752806,False,False,54.0
6736,SWR805G,SWR805G_15266,SWR,BCS1,4b17e0,L2J,Jet,2.0,54200.0,Medium,137.0,1625.0,3106,168.3452,2024-07-29 06:11:51+00:00,,1.0,0.5,0.9567727288213004,0.7033683215379002,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,89.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,702.0,7,7,False,AEE534_7412,54.0,55.0,54.0,54.0,54.4,54.83391003460208,False,False,58.0
6737,AUA5M,AUA5M_6451,AUA,E195,440828,L2J,Jet,2.0,45800.0,Medium,149.0,1625.0,3560,163.048,2024-07-29 06:13:08+00:00,,1.0,0.5,0.9890738003669028,0.6039558454088796,0.5,1.0,0.2500000000000001,0.06698729810778059,Day,77.0,17.0,4.0,330.0,0.24999999999999978,0.9330127018922192,False,False,-3.9,-0.88,10,0.0,1359.0,702.0,7,7,False,SWR805G_15266,58.0,55.4,54.42857142857143,46.0,46.8,50.4954128440367,False,False,55.0
