,Flight (Callsign),Flight ID,ICAO Code,A/C Type,ICAO 24,ICAO Aircraft Type,Propulsion Type,Number of Engines,MALW [kg],ICAO Weight Turbulence Category,Speed at TH [kt],Geoaltitude at TH [ft],Specific Energy [J/kg],Energy at MALW [MJ],Time at TH,Time of Go-around,Hour sin,Hour cos,Minute sin,Minute cos,Day of week sin,Day of week cos,Month sin,Month cos,Day/Night,Time from Previous Landing [s],Temperature [°C],Wind speed [kt],Wind direction [°],Wind direction sin,Wind direction cos,No Wind,Wind Variable,Headwind [kt],Crosswind [kt],Visibility Category,Precipitation [mm],Meteo idx,Precipitation idx,Arrival Traffic Intensity,Arrival Traffic Intensity with go-arounds,Emergency,Previous Flight,ROT Previous Flight [s],Average ROT Previous 5 Flight [s],Average ROT Previous Flight (Intensity) [s],ROT Previous Flight same A/C Type [s],Average ROT Previous 5 Flights same A/C Type [s],Average ROT Previous Flight same A/C Type Total [s],Not Vacated,Short ROT,ROT [s]
53,SWR511P,SWR511P_29514,SWR,BCS3,502d5b,L2J,Jet,2.0,60600.0,Medium,136.0,1600.0,2995,181.497,2024-07-02 05:35:48+00:00,,0.9829629131445341,0.6294095225512604,0.2500000000000001,0.06698729810778059,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,283.0,15.0,4.0,340.0,0.32898992833716567,0.9698463103929542,False,False,-3.69,-1.55,10,0.0,62.0,53.0,5,5,False,SWR1951_12499,63.0,54.6,54.6,60.0,59.2,58.42857142857143,False,False,57.0
54,SWR1339,SWR1339_29656,SWR,BCS3,502d5e,L2J,Jet,2.0,60600.0,Medium,147.0,1625.0,3481,210.9486,2024-07-02 05:37:31+00:00,,0.9829629131445341,0.6294095225512604,0.16543469682057088,0.12842758726130288,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,103.0,15.0,4.0,340.0,0.32898992833716567,0.9698463103929542,False,False,-3.69,-1.55,10,0.0,62.0,53.0,4,4,False,SWR511P_29514,57.0,56.0,56.75,57.0,58.4,58.25,False,False,49.0
55,SWR1317,SWR1317_29639,SWR,A320,502d5d,L2J,Jet,2.0,66000.0,Medium,144.0,1575.0,3216,212.256,2024-07-02 05:38:57+00:00,,0.9829629131445341,0.6294095225512604,0.128427587261303,0.16543469682057077,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,86.0,15.0,4.0,340.0,0.32898992833716567,0.9698463103929542,False,False,-3.69,-1.55,10,0.0,62.0,53.0,4,4,False,SWR1339_29656,49.0,55.2,56.0,63.0,56.4,57.0,False,False,53.0
56,QTR9K,QTR9K_344,QTR,A359,06a100,L2J,Jet,2.0,207000.0,Heavy,141.0,1650.0,3327,688.689,2024-07-02 05:41:05+00:00,,0.9829629131445341,0.6294095225512604,0.04322727117869973,0.29663167846209954,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,128.0,15.0,4.0,340.0,0.32898992833716567,0.9698463103929542,False,False,-3.69,-1.55,10,0.0,62.0,53.0,5,5,False,SWR1317_29639,53.0,55.4,55.4,71.0,64.0,64.0,False,False,62.0
57,SWR1735,SWR1735_15939,SWR,BCS1,4b17e4,L2J,Jet,2.0,54200.0,Medium,132.0,1625.0,2928,158.6976,2024-07-02 05:44:08+00:00,,0.9829629131445341,0.6294095225512604,0.002739052315863355,0.4477357683661729,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,183.0,15.0,4.0,340.0,0.32898992833716567,0.9698463103929542,False,False,-3.69,-1.55,10,0.0,62.0,53.0,5,5,False,QTR9K_344,62.0,56.8,56.8,57.0,58.0,58.0,False,False,52.0
58,EWG8XZ,EWG8XZ_3908,EWG,A319,3c6dd4,L2J,Jet,2.0,61000.0,Medium,136.0,1650.0,3144,191.784,2024-07-02 05:48:36+00:00,,0.9829629131445341,0.6294095225512604,0.02447174185242318,0.6545084971874736,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,268.0,15.0,4.0,340.0,0.32898992833716567,0.9698463103929542,False,False,-3.69,-1.55,10,0.0,62.0,53.0,5,5,False,SWR1735_15939,52.0,54.6,54.6,56.0,55.5,55.5,False,False,54.0
59,SWR1WG,SWR1WG_12878,SWR,A320,4b1619,L2J,Jet,2.0,66000.0,Medium,143.0,1625.0,3328,219.648,2024-07-02 05:56:25+00:00,,0.9829629131445341,0.6294095225512604,0.2966316784620999,0.9567727288213005,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,469.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.0,63.0,53.0,2,2,False,EWG8XZ_3908,54.0,54.0,53.0,53.0,56.8,56.63636363636363,False,False,56.0
60,SWR9PW,SWR9PW_15301,SWR,BCS1,4b17e0,L2J,Jet,2.0,54200.0,Medium,137.33333333333334,1616.6666666666667,3093,167.6406,2024-07-02 06:00:01+00:00,,1.0,0.5,0.5,1.0,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,216.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.1,63.0,54.0,2,2,False,SWR1WG_12878,56.0,55.4,55.0,52.0,56.0,56.0,False,False,59.0
61,SIA346,SIA346_30651,SIA,B77W,76cef4,L2J,Jet,2.0,251290.0,Heavy,154.0,1650.0,3835,963.69715,2024-07-02 06:02:25+00:00,,1.0,0.5,0.6039558454088797,0.9890738003669028,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,144.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.1,63.0,54.0,3,3,False,SWR9PW_15301,59.0,56.6,56.333333333333336,69.0,69.0,69.0,False,False,49.0
62,AUA5M,AUA5M_6214,AUA,A320,440666,L2J,Jet,2.0,66000.0,Medium,144.0,1650.0,3441,227.106,2024-07-02 06:08:27+00:00,,1.0,0.5,0.871572412738697,0.8345653031794291,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,362.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.1,63.0,54.0,3,3,False,SIA346_30651,49.0,54.0,54.666666666666664,56.0,57.4,56.583333333333336,False,False,64.0
63,SWR81C,SWR81C_17214,SWR,BCS3,4b17ff,L2J,Jet,2.0,60600.0,Medium,140.0,1600.0,3141,190.3446,2024-07-02 06:13:42+00:00,,1.0,0.5,0.9890738003669028,0.6039558454088796,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,315.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.1,63.0,54.0,3,3,False,AUA5M_6214,64.0,56.4,57.333333333333336,49.0,56.0,57.22222222222222,False,False,53.0
64,EWG90HY,EWG90HY_27488,EWG,A320,4d2351,L2J,Jet,2.0,66000.0,Medium,139.0,1625.0,3179,209.814,2024-07-02 06:16:13+00:00,,1.0,0.5,0.9972609476841368,0.44773576836617335,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,151.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.1,63.0,54.0,3,3,False,SWR81C_17214,53.0,56.2,55.333333333333336,64.0,57.6,57.15384615384615,False,False,51.0
65,SWR3PB,SWR3PB_17269,SWR,BCS3,4b1800,L2J,Jet,2.0,60600.0,Medium,139.0,1600.0,3104,188.1024,2024-07-02 06:17:53+00:00,,1.0,0.5,0.9890738003669028,0.3960441545911203,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,100.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.1,63.0,54.0,3,3,False,EWG90HY_27488,51.0,55.2,56.0,53.0,54.4,56.8,False,False,56.0
66,SWR805G,SWR805G_20734,SWR,A320,4b18f2,L2J,Jet,2.0,66000.0,Medium,144.0,1625.0,3366,222.156,2024-07-02 06:19:17+00:00,,1.0,0.5,0.9567727288213005,0.2966316784620999,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,84.0,15.0,4.0,350.0,0.4131759111665348,0.9924038765061041,False,False,-3.36,-2.16,10,0.1,63.0,54.0,4,4,False,SWR3PB_17269,56.0,54.6,56.0,51.0,57.4,56.714285714285715,False,False,50.0
67,KLM1917,KLM1917_7965,KLM,E190,48507f,L2J,Jet,2.0,43000.0,Medium,133.0,1600.0,2888,124.184,2024-07-02 06:20:48+00:00,,1.0,0.5,0.9330127018922194,0.2500000000000001,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,91.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,5,5,False,SWR805G_20734,50.0,54.8,54.8,49.0,48.5,48.5,False,False,56.0
68,SWR1PM,SWR1PM_12690,SWR,A320,4b1618,L2J,Jet,2.0,66000.0,Medium,152.0,1625.0,3679,242.814,2024-07-02 06:22:13+00:00,,1.0,0.5,0.8715724127386972,0.16543469682057105,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,85.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,6,6,False,KLM1917_7965,56.0,53.2,55.0,50.0,54.8,56.266666666666666,False,False,53.0
69,SWR1AW,SWR1AW_14151,SWR,A321,4b1693,L2J,Jet,2.0,77800.0,Medium,140.0,1650.0,3290,255.962,2024-07-02 06:24:00+00:00,,1.0,0.5,0.7938926261462367,0.09549150281252633,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,107.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,6,6,False,SWR1PM_12690,53.0,53.2,53.166666666666664,48.0,51.666666666666664,51.666666666666664,False,False,58.0
70,SAZ67,SAZ67_24562,SAZ,CL60,4b1a01,L2J,Jet,2.0,17236.0,Medium,133.0,1600.0,2888,49.777568,2024-07-02 06:28:26+00:00,,1.0,0.5,0.6039558454088797,0.010926199633097156,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,266.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,SWR1AW_14151,58.0,54.6,53.857142857142854,,,,False,False,58.0
71,AAL92,AAL92_31591,AAL,B788,ab236a,L2J,Jet,2.0,172365.0,Heavy,153.0,1625.0,3720,641.1978,2024-07-02 06:29:51+00:00,,1.0,0.5,0.5522642316338267,0.0027390523158632996,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,85.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,SAZ67_24562,58.0,55.0,54.57142857142857,,,,False,False,48.0
72,UAL134,UAL134_31426,UAL,B763,a8d76b,L2J,Jet,2.0,145149.0,Heavy,147.0,1625.0,3481,505.263669,2024-07-02 06:31:48+00:00,,1.0,0.5,0.44773576836617346,0.0027390523158632996,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,117.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,AAL92_31591,48.0,54.6,54.142857142857146,54.0,62.2,61.166666666666664,False,False,58.0
73,BEL1LX,BEL1LX_6824,BEL,A319,44ce62,L2J,Jet,2.0,61000.0,Medium,134.0,1625.0,2998,182.878,2024-07-02 06:34:10+00:00,,1.0,0.5,0.2966316784620999,0.04322727117869957,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,142.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,UAL134_31426,58.0,55.0,54.42857142857143,54.0,55.2,55.2,False,False,49.0
74,DLH7LJ,DLH7LJ_1828,DLH,CRJ9,3c4d67,L2J,Jet,2.0,33339.0,Medium,145.0,1625.0,3404,113.485956,2024-07-02 06:35:39+00:00,,1.0,0.5,0.2500000000000001,0.06698729810778059,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,89.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,BEL1LX_6824,49.0,54.2,54.285714285714285,53.0,53.0,53.0,False,False,47.0
75,DWW301,DWW301_4083,Unknown,E55P,3cce03,L2J,Jet,2.0,7568.0,Medium,119.0,1625.0,2496,18.889728,2024-07-02 06:37:06+00:00,,1.0,0.5,0.16543469682057088,0.12842758726130288,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,87.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,DLH7LJ_1828,47.0,52.0,53.0,,,,False,False,58.0
76,SWR6YQ,SWR6YQ_9886,SWR,E290,4b028c,L2J,Jet,2.0,49050.0,Medium,140.0,1600.0,3141,154.06605,2024-07-02 06:38:46+00:00,,1.0,0.5,0.128427587261303,0.16543469682057077,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,100.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,DWW301_4083,58.0,52.0,53.714285714285715,50.0,51.333333333333336,51.333333333333336,False,False,47.0
77,SWR4YM,SWR4YM_11818,SWR,A320,4b1613,L2J,Jet,2.0,66000.0,Medium,142.0,1625.0,3290,217.14,2024-07-02 06:39:58+00:00,,1.0,0.5,0.09549150281252633,0.20610737385376338,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,72.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,SWR6YQ_9886,47.0,51.8,52.142857142857146,53.0,54.8,56.0625,False,False,51.0
78,VLG657V,VLG657V_762,VLG,A320,3443d3,L2J,Jet,2.0,66000.0,Medium,148.0,1650.0,3595,237.27,2024-07-02 06:41:18+00:00,,1.0,0.5,0.04322727117869973,0.29663167846209954,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,80.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,8,8,False,SWR4YM_11818,51.0,50.4,52.0,51.0,53.8,55.76470588235294,False,False,46.0
79,SXS1UJ,SXS1UJ_26158,SXS,B738,4bce0f,L2J,Jet,2.0,66349.0,Medium,149.0,1625.0,3560,236.20244,2024-07-02 06:43:34+00:00,,1.0,0.5,0.010926199633097211,0.3960441545911201,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,136.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,8,8,False,VLG657V_762,46.0,49.8,50.5,61.0,61.0,61.0,False,False,54.0
80,WWI70,WWI70_31498,Unknown,GLEX,a9538b,L2J,Jet,2.0,35652.0,Medium,129.0,1600.0,2749,98.007348,2024-07-02 06:47:55+00:00,,1.0,0.5,0.010926199633097211,0.6039558454088797,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,261.0,15.0,3.0,10.0,0.5868240888334652,0.9924038765061041,False,False,-1.82,-2.39,10,0.1,64.0,54.0,7,7,False,SXS1UJ_26158,54.0,51.2,50.285714285714285,60.0,60.0,60.0,False,False,55.0
81,DLH8CY,DLH8CY_3041,DLH,A319,3c6582,L2J,Jet,2.0,61000.0,Medium,142.0,1650.0,3365,205.265,2024-07-02 06:53:22+00:00,,1.0,0.5,0.16543469682057094,0.8715724127386971,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,327.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.1,65.0,54.0,5,5,False,WWI70_31498,55.0,50.6,50.6,49.0,55.2,54.166666666666664,False,False,49.0
82,EWG64R,EWG64R_2344,EWG,A319,3c5ee8,L2J,Jet,2.0,61000.0,Medium,132.0,1625.0,2928,178.608,2024-07-02 06:55:33+00:00,,1.0,0.5,0.25000000000000017,0.9330127018922194,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,131.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.1,65.0,54.0,4,4,False,DLH8CY_3041,49.0,51.0,51.0,49.0,53.2,53.42857142857143,False,False,71.0
83,SWR2121,SWR2121_11588,SWR,A320,4b1612,L2J,Jet,2.0,66000.0,Medium,151.0,1625.0,3639,240.174,2024-07-02 06:58:04+00:00,,1.0,0.5,0.3960441545911205,0.9890738003669028,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,151.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.1,65.0,54.0,4,4,False,EWG64R_2344,71.0,55.0,57.25,46.0,50.2,55.22222222222222,False,False,54.0
84,GAC378A,GAC378A_6016,GAC,C510,440592,L2J,Jet,2.0,3629.0,Light,100.0,1600.0,1870,6.78623,2024-07-02 07:00:46+00:00,,0.9829629131445341,0.3705904774487397,0.5,1.0,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,162.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.0,65.0,55.0,4,4,False,SWR2121_11588,54.0,56.6,57.25,55.0,55.0,55.0,False,False,67.0
85,ETD39B,ETD39B_31012,Unknown,B78X,89656d,L2J,Jet,2.0,201848.0,Heavy,164.0,1625.0,4181,843.926488,2024-07-02 07:04:40+00:00,,0.9829629131445341,0.3705904774487397,0.7033683215379001,0.9567727288213004,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,234.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.0,65.0,55.0,4,4,False,GAC378A_6016,67.0,59.2,60.25,52.0,52.0,52.0,False,False,61.0
86,BAW710R,BAW710R_4525,BAW,A319,4008b3,L2J,Jet,2.0,61000.0,Medium,135.0,1650.0,3108,189.588,2024-07-02 07:07:06+00:00,,0.9829629131445341,0.3705904774487397,0.8345653031794291,0.8715724127386971,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,146.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.0,65.0,55.0,5,5,False,ETD39B_31012,61.0,60.4,60.4,71.0,55.8,55.625,False,False,56.0
87,SAS4841,SAS4841_9490,SAS,A20N,4ac9ec,L2J,Jet,2.0,67400.0,Medium,139.0,1625.0,3179,214.2646,2024-07-02 07:08:47+00:00,,0.9829629131445341,0.3705904774487397,0.871572412738697,0.8345653031794291,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,101.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.0,65.0,55.0,5,5,False,BAW710R_4525,56.0,61.8,61.8,50.0,56.333333333333336,56.333333333333336,False,False,54.0
88,BOM1,BOM1_5759,Unknown,E55P,4401d4,L2J,Jet,2.0,7568.0,Medium,118.0,1625.0,2464,18.647552,2024-07-02 07:10:26+00:00,,0.9829629131445341,0.3705904774487397,0.9330127018922193,0.75,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,99.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.0,65.0,55.0,6,6,False,SAS4841_9490,54.0,58.4,60.5,58.0,58.0,58.0,False,False,55.0
89,ACA880,ACA880_31741,ACA,B77W,c01725,L2J,Jet,2.0,251290.0,Heavy,157.0,1625.0,3884,976.01036,2024-07-02 07:11:58+00:00,,0.9829629131445341,0.3705904774487397,0.9567727288213004,0.7033683215379002,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,92.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.0,65.0,55.0,6,6,False,BOM1_5759,55.0,58.6,57.833333333333336,49.0,59.0,59.0,False,False,60.0
90,CFE31L,CFE31L_5071,CFE,E190,40658a,L2J,Jet,2.0,43000.0,Medium,134.0,1600.0,2923,125.689,2024-07-02 07:16:52+00:00,,0.9829629131445341,0.3705904774487397,0.9972609476841368,0.44773576836617335,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,294.0,16.0,2.0,,0.0,0.0,False,True,,,10,0.0,65.0,55.0,5,5,False,ACA880_31741,60.0,57.2,57.2,56.0,51.0,51.0,False,False,55.0
91,FIN6AP,FIN6AP_7213,FIN,A320,461f65,L2J,Jet,2.0,66000.0,Medium,147.0,1650.0,3556,234.696,2024-07-02 07:20:39+00:00,,0.9829629131445341,0.3705904774487397,0.9330127018922194,0.2500000000000001,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,227.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,5,5,False,CFE31L_5071,55.0,56.0,56.0,54.0,50.8,55.1578947368421,False,False,56.0
92,LOT7VR,LOT7VR_8249,LOT,E75S,48ad03,L2J,Jet,2.0,34000.0,Medium,142.0,1600.0,3215,109.31,2024-07-02 07:22:34+00:00,,0.9829629131445341,0.3705904774487397,0.8715724127386972,0.16543469682057105,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,115.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,5,5,False,FIN6AP_7213,56.0,56.0,56.0,,,,False,False,50.0
93,SAS601,SAS601_26552,SAS,CRJ9,4ca6d9,L2J,Jet,2.0,33339.0,Medium,145.0,1600.0,3329,110.985531,2024-07-02 07:24:25+00:00,,0.9829629131445341,0.3705904774487397,0.7938926261462367,0.09549150281252633,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,111.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,5,5,False,LOT7VR_8249,50.0,55.2,55.2,47.0,50.0,50.0,False,False,51.0
94,SXS4YE,SXS4YE_26042,SXS,B38M,4bcde9,L2J,Jet,2.0,69309.0,Medium,141.0,1600.0,3178,220.264002,2024-07-02 07:26:44+00:00,,0.9829629131445341,0.3705904774487397,0.7033683215379001,0.04322727117869951,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,139.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,5,5,False,SAS601_26552,51.0,54.4,54.4,,,,False,False,59.0
95,SWR2083,SWR2083_14492,SWR,A321,4b1699,L2J,Jet,2.0,77800.0,Medium,150.0,1625.0,3599,280.0022,2024-07-02 07:27:52+00:00,,0.9829629131445341,0.3705904774487397,0.6545084971874737,0.024471741852423234,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,68.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,5,5,False,SXS4YE_26042,59.0,54.2,54.2,58.0,53.25,53.25,False,False,55.0
96,EUW4008,EUW4008_9447,Unknown,GLF5,4ac899,L2J,Jet,2.0,34155.0,Medium,132.0,1600.0,2853,97.444215,2024-07-02 07:32:12+00:00,,0.9829629131445341,0.3705904774487397,0.39604415459112047,0.010926199633097156,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,260.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,5,5,False,SWR2083_14492,55.0,54.2,54.2,,,,False,False,56.0
97,AUA551,AUA551_6096,AUA,A320,440607,L2J,Jet,2.0,66000.0,Medium,144.0,1625.0,3366,222.156,2024-07-02 07:34:18+00:00,,0.9829629131445341,0.3705904774487397,0.2966316784620999,0.04322727117869957,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,126.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,6,6,False,EUW4008_9447,56.0,54.2,54.5,56.0,52.0,55.2,False,False,74.0
98,PJZ238,PJZ238_19092,Unknown,GLEX,4b186f,L2J,Jet,2.0,35652.0,Medium,119.0,1625.0,2496,88.987392,2024-07-02 07:38:45+00:00,,0.9829629131445341,0.3705904774487397,0.128427587261303,0.16543469682057077,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,267.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,5,5,False,AUA551_6096,74.0,59.0,59.0,55.0,57.5,57.5,False,False,104.0
99,SAS605,SAS605_26933,SAS,A20N,4cad91,L2J,Jet,2.0,67400.0,Medium,138.0,1650.0,3217,216.8258,2024-07-02 07:43:17+00:00,,0.9829629131445341,0.3705904774487397,0.010926199633097211,0.3960441545911201,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,272.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,3,3,False,PJZ238_19092,104.0,69.6,78.0,54.0,55.75,55.75,False,False,53.0
100,THY65Y,THY65Y_25439,THY,A321,4baa6a,L2J,Jet,2.0,77800.0,Medium,148.0,1650.0,3595,279.691,2024-07-02 07:44:57+00:00,,0.9829629131445341,0.3705904774487397,0.002739052315863355,0.4477357683661729,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,100.0,16.0,1.0,,0.0,0.0,False,True,,,10,0.0,66.0,55.0,4,4,False,SAS605_26933,53.0,59.4,59.5,55.0,53.6,53.6,False,False,45.0
101,SWR84E,SWR84E_14108,SWR,A321,4b1691,L2J,Jet,2.0,77800.0,Medium,151.0,1650.0,3714,288.9492,2024-07-02 07:51:41+00:00,,0.9829629131445341,0.3705904774487397,0.09549150281252622,0.7938926261462365,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,404.0,17.0,2.0,,0.0,0.0,False,True,,,10,0.0,67.0,55.0,3,3,False,THY65Y_25439,45.0,66.4,67.33333333333333,45.0,50.8,52.166666666666664,False,False,55.0
102,UAL44,UAL44_31129,UAL,B772,a1b535,L2J,Jet,2.0,213188.0,Heavy,150.0,1650.0,3674,783.252712,2024-07-02 07:58:01+00:00,,0.9829629131445341,0.3705904774487397,0.3960441545911205,0.9890738003669028,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,380.0,17.0,2.0,,0.0,0.0,False,True,,,10,0.0,67.0,55.0,3,3,False,SWR84E_14108,55.0,66.2,51.0,,,,False,False,50.0
103,SWR5PG,SWR5PG_10676,SWR,E295,4b0294,L2J,Jet,2.0,54000.0,Medium,154.0,1625.0,3760,203.04,2024-07-02 08:00:03+00:00,,0.9330127018922194,0.2500000000000001,0.5,1.0,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,122.0,17.0,2.0,,0.0,0.0,False,True,,,10,0.0,67.0,56.0,2,2,False,UAL44_31129,50.0,61.4,52.5,59.0,59.0,59.0,False,False,45.0
104,PGT3SU,PGT3SU_25682,PGT,A20N,4bb864,L2J,Jet,2.0,67400.0,Medium,141.0,1650.0,3327,224.2398,2024-07-02 08:01:38+00:00,,0.9330127018922194,0.2500000000000001,0.5522642316338268,0.9972609476841366,0.890915741234015,0.8117449009293668,0.2500000000000001,0.06698729810778059,Day,95.0,17.0,2.0,,0.0,0.0,False,True,,,10,0.0,67.0,56.0,3,3,False,SWR5PG_10676,45.0,49.6,50.0,53.0,55.2,55.2,False,False,50.0
